Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Percent of Housing Units that are Vacant (Vacancy Rate),Percent of Housing Units that are Vacant (Vacancy Rate) - Margin of Error,Percent of Total Housing Units (including Vacant) that are Owner-Occupied,Percent of Total Housing Units (including Vacant) that are Owner-Occupied - Margin of Error,Percent of Total Housing Units (including Vacant) that are Renter-Occupied,Percent of Total Housing Units (including Vacant) that are Renter-Occupied - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Overall Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Overall Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Overall Renter Rate: Percent of Occupied Housing Units that are Renter-Occupied,Overall Renter Rate: Percent of Occupied Housing Units that are Renter-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Lower Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Lower Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Upper Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Upper Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Lower Home Value Quartile (for Owner-Occupied Housing Units),Lower Home Value Quartile (for Owner-Occupied Housing Units) - Margin of Error,Upper Home Value Quartile (for Owner-Occupied Housing Units),Upper Home Value Quartile (for Owner-Occupied Housing Units) - Margin of Error,Housing Units per Gross Land Acre,Gross Land Acre,Percent Owner-Occupied Housing Units,x,y
53033000300,1211013,0,Census Tract 3,Washington,King County,1221,100,1127,114,94,85,7.7,6.93289463290278,64.4,8.48765329059799,27.9,8.03457370508611,1127,114,786,122,341,102,69.7,8.21071998119175,30.3,8.51736221364694,1743,401,566200,29365,1319,160,2213,160,454600,36450,672700,24614,4.080230098066913,299.24782932670195,92.3013923013923,,
53033000402,1798938,0,Census Tract 4.02,Washington,King County,2717,461,2546,435,171,168,6.3,6.09038069827156,38.6,6.08228269960809,55.1,12.7746923702689,2546,435,1050,243,1496,430,41.2,6.43776096333635,58.8,13.5815510469608,1492,159,657800,38598,1235,129,1894,237,537400,34820,808000,79885,6.112111089798867,444.5272607257878,93.7062937062937,,
53033000500,2898252,953717,Census Tract 5,Washington,King County,1284,83,1263,87,21,23,1.6,1.78815462821548,89.3,6.32840532370497,9,4.87166395069115,1263,87,1147,110,116,63,90.8,6.05972269870358,9.2,4.94783965260509,2351,379,952700,50995,1985,447,2787,427,799500,40431,1187700,69735,1.7928612302731102,716.1736660479884,98.36448598130842,,
53033000700,1294438,0,Census Tract 7,Washington,King County,2433,232,2345,234,88,66,3.6,2.69068596968317,43.2,7.30315389595575,53.2,6.15300812706794,2345,234,1051,204,1294,194,44.8,7.46171718373092,55.2,6.17424050794976,1496,111,595200,52495,1262,85,1781,81,408200,97148,737700,72941,7.606391094590096,319.8625957756006,96.38306617344841,,
53033000800,1141931,0,Census Tract 8,Washington,King County,1153,128,1144,127,9,15,0.8,1.29806482835667,77.5,7.81921378826715,21.8,6.1324853272005,1144,127,893,134,251,76,78.1,7.88079365591364,21.9,6.18073695917366,2043,215,681400,53017,1571,264,2388,164,548800,38533,847200,64340,4.086083533091853,282.1772953641869,99.2194275802255,,
53033000900,1004853,1849039,Census Tract 9,Washington,King County,963,103,892,111,71,37,7.4,3.76036465149506,73.8,9.36935705850327,18.8,6.22552389842365,892,111,711,118,181,63,79.7,8.75295407664041,20.3,6.59597854266744,1441,288,997800,99758,1121,192,2268,1286,732700,114094,1357400,128954,3.878301338375988,248.30458388343015,92.62720664589823,,
53033001000,954203,0,Census Tract 10,Washington,King County,769,81,769,81,0,13,0,1.69050715214564,68.5,7.30961225571397,31.5,6.48404205231914,769,81,527,79,242,56,68.5,7.30961225571397,31.5,6.48404205231914,1482,134,721400,52915,1291,97,1931,315,584100,27134,905100,47135,3.261394681032801,235.788696312118,100,,
53033001100,1060685,0,Census Tract 11,Washington,King County,1127,130,1076,153,51,55,4.5,4.8522160416884,66.2,7.2933252561094,29.3,12.7822150626423,1076,153,746,119,330,149,69.3,5.01242053515505,30.7,13.142971974138,1809,711,715400,48600,892,508,3222,2310,595800,30568,879900,48509,4.299869601290406,262.1009715415052,95.47471162377995,,
53033001300,1180877,0,Census Tract 13,Washington,King County,2554,224,2410,220,144,115,5.6,4.47550463252856,42.1,5.49160429939989,52.3,6.96678133289793,2410,220,1075,169,1335,213,44.6,5.70912099679608,55.4,7.2486409006512,1351,162,656600,38400,1042,108,1716,144,545700,35483,792800,97306,8.752538412391305,291.8010615508073,94.36178543461237,,
53033001400,2152767,213389,Census Tract 14,Washington,King County,2373,219,2248,232,125,127,5.3,5.32975043312564,61.7,8.35889065981151,33,5.53712478680628,2248,232,1464,240,784,150,65.1,8.29505560142481,34.9,5.61862939486285,1482,182,672800,47823,1216,104,1922,293,511500,63420,861300,52861,4.460859113111182,531.9603107449351,94.73240623683101,,
53033001500,1167711,526885,Census Tract 15,Washington,King County,1156,136,1124,128,32,52,2.8,4.48646557162946,76.3,5.87273142823709,20.9,6.74431302018591,1124,128,882,124,242,83,78.5,6.4693536555554,21.5,6.96541210342311,1943,729,943400,56056,1078,641,2559,360,776800,78478,1204400,117592,4.006270407912841,288.54767209841054,97.23183391003461,,
53033001600,2020358,320118,Census Tract 16,Washington,King County,1888,223,1841,239,47,55,2.5,2.898258531934,78.2,4.37233817816354,19.3,8.10788825390335,1841,239,1477,193,364,159,80.2,1.19347118791576,19.8,8.24636823952446,1876,308,1044800,80939,1534,225,2556,573,775800,71894,1343300,80723,3.7817381501155025,499.24133429024863,97.51059322033898,,
53033001701,892768,0,Census Tract 17.01,Washington,King County,2211,199,2142,217,69,93,3.1,4.19685271876453,32.7,6.56146603217038,64.2,8.92198517360768,2142,217,723,159,1419,235,33.8,6.58845052438493,66.2,8.67889503137816,1758,164,557700,70915,1246,228,2247,303,340800,59376,739200,90208,10.022312123559797,220.6077772016824,96.87924016282226,,
53033001702,1280220,0,Census Tract 17.02,Washington,King County,2530,288,2276,223,254,209,10,8.18143534685841,43.8,5.61250673191388,46.1,5.53379449868805,2276,223,1109,190,1167,193,48.7,6.84811514012782,51.3,6.83142657602451,1598,194,713600,46514,1138,226,1975,246,583300,30444,896400,59904,7.997490078792557,316.34925146190034,89.96047430830039,,
53033001800,946085,0,Census Tract 18,Washington,King County,2484,268,2318,239,166,150,6.7,5.99544911723362,36.8,5.52211101579209,56.5,9.95813541187614,2318,239,915,169,1403,290,39.5,6.04901399853267,60.5,10.8431652820098,1710,170,710200,47827,1292,202,2198,251,584500,29689,962300,96666,10.62525180426855,233.7826948253675,93.31723027375202,,
53033001900,1667272,0,Census Tract 19,Washington,King County,2295,153,2261,153,34,40,1.5,1.74011878599835,53.7,4.82995480429252,44.8,5.41904691829247,2261,153,1233,138,1028,142,54.5,4.86156818321096,45.5,5.47517153908804,1859,98,696200,80336,1527,99,2446,250,463000,65230,908700,67324,5.570498088738866,411.9918835695314,98.51851851851852,,
53033002000,1103313,28680,Census Tract 20,Washington,King County,1602,130,1516,122,86,73,5.4,4.53593320343445,61.7,5.23303333016216,33,7.99127604232193,1516,122,988,116,528,135,65.2,5.57154858208214,34.8,8.45242301603628,1775,295,730800,63376,1280,219,2270,185,541400,50328,953300,63154,5.875997100265,272.6345797426877,94.63171036204744,,
53033002100,1365468,0,Census Tract 21,Washington,King County,1940,214,1829,234,111,85,5.7,4.3357460447941,63.5,8.72031956433677,30.8,5.5975124904851,1829,234,1232,217,597,127,67.4,8.15455290672381,32.6,5.54757628951571,1770,207,851800,59802,1364,147,2379,279,589100,161242,1085700,195899,5.749604867676029,337.4144910212137,94.27835051546391,,
53033002200,2804076,1154953,Census Tract 22,Washington,King County,2443,214,2338,192,105,109,4.3,4.44581429822495,77.7,4.0120404009391,18,6.06081498105429,2338,192,1898,193,440,153,81.2,4.86819308424654,18.8,6.35894075969543,1858,197,929800,34478,1557,162,2473,599,778500,34632,1231400,113041,3.5257497442733414,692.9022696429362,95.70200573065902,,
53033002400,962528,0,Census Tract 24,Washington,King County,1409,233,1363,242,46,46,3.3,3.2197791424905,70.1,10.9793077331069,26.6,5.29374722183312,1363,242,988,225,375,97,72.5,10.3375922119499,27.5,5.17538456717908,1456,208,873000,26700,1240,140,2352,575,762100,47260,983800,52630,5.924005015086826,237.84584861283219,96.73527324343506,,
53033002500,984334,0,Census Tract 25,Washington,King County,1325,123,1299,129,26,40,2,3.01336726024019,65.9,8.98347712365304,32.2,4.80959095523457,1299,129,873,144,426,75,67.2,8.85127371036428,32.8,4.76749779464075,2166,150,852700,24322,1441,580,2530,280,714200,68950,971500,24750,5.44742410572011,243.2342285611053,98.0377358490566,,
53033002600,1216627,28175,Census Tract 26,Washington,King County,2107,228,1874,202,233,175,11.1,8.21899329339515,55.9,3.56898900785575,33,7.60214015981533,1874,202,1178,148,696,177,62.9,4.0571431715336,37.1,8.55465231339056,2063,283,909600,62022,1440,147,2627,777,711600,72115,1108800,51889,7.0084968375653665,300.63507893825863,88.94162316089226,,
53033002700,1584847,0,Census Tract 27,Washington,King County,2403,221,2376,224,27,30,1.1,1.24415549191125,68.3,6.99712356039545,30.5,8.62609566541587,2376,224,1642,226,734,218,69.1,6.93008706482734,30.9,8.70057979112797,2107,510,936700,43799,1369,421,3501,,799400,34305,1157300,84882,6.135984093749754,391.62422250209994,98.87640449438202,,
53033002800,988287,0,Census Tract 28,Washington,King County,2373,258,2226,288,147,120,6.2,5.01183859167163,54,7.55385837575549,39.8,9.18676097985195,2226,288,1281,227,945,241,57.5,6.96832378899503,42.5,9.32990113395997,1531,198,804500,63431,1339,74,2084,302,623900,63112,958100,41247,9.717005576674609,244.21103613404503,93.80530973451327,,
53033002900,986209,0,Census Tract 29,Washington,King County,2169,258,2095,268,74,62,3.4,2.82950618264314,67,10.3856029668669,29.6,4.03049762778867,2095,268,1454,284,641,116,69.4,10.244157931563,30.6,3.91645441825771,1596,337,839000,39084,980,168,2217,459,650400,102726,977400,41344,8.900376674909106,243.69755115135624,96.58828953434762,,
53033003000,1493249,0,Census Tract 30,Washington,King County,2708,227,2641,249,67,83,2.5,3.05796763208477,66.4,5.86729829676569,31.1,6.67179514516078,2641,249,1798,219,843,194,68.1,5.24993103423758,31.9,6.70092752134581,1841,145,822700,34024,1534,214,2392,458,663500,48571,951900,29521,7.338954984640201,368.9898637704701,97.52584933530281,,
53033003100,2236733,472744,Census Tract 31,Washington,King County,2736,238,2697,247,39,58,1.4,2.11625352419835,75.4,6.46622396630175,23.2,4.98034703384983,2697,247,2063,252,634,147,76.5,6.18296693664218,23.5,5.00729149081688,1722,418,843600,41170,1247,613,2355,295,660500,62323,990900,80677,4.950165787193282,552.7087612052076,98.57456140350878,,
53033003400,787161,0,Census Tract 34,Washington,King County,1577,124,1524,136,53,51,3.4,3.22317358296495,69.1,7.337760243257,27.5,7.09655507751143,1524,136,1090,144,434,117,71.5,6.96728068847908,28.5,7.24434813362478,1455,258,874400,47846,1131,115,2050,443,703400,57134,1072100,121096,8.107480652782188,194.511719181079,96.63918833227648,,
53033003500,1284745,0,Census Tract 35,Washington,King County,1986,195,1853,166,133,111,6.7,5.55030950723567,50.7,4.01331877518805,42.6,7.17853183527437,1853,166,1007,127,846,165,54.3,4.82416094919798,45.7,7.9095713304933,1730,98,928600,44252,1169,367,2143,247,741900,72330,1147400,56119,6.255760368700598,317.4674033130393,93.30312185297079,,
53033003800,624606,0,Census Tract 38,Washington,King County,957,105,941,111,16,27,1.7,2.81534696678482,57.9,7.89898290740994,40.4,8.76316150493234,941,111,554,97,387,94,58.9,7.61772752639339,41.1,8.73228685238859,2058,238,910700,46067,1685,96,2646,302,773300,35180,1101000,98373,6.20045532101313,154.3435038966832,98.32810867293625,,
53033003900,973808,0,Census Tract 39,Washington,King County,1167,136,1142,142,25,29,2.1,2.47243191093189,73.4,9.25196440291941,24.5,5.37194929666518,1142,142,856,147,286,71,75,8.87830815047736,25,5.38107416190168,2128,566,1019100,92094,1290,668,3121,308,832500,49922,1262000,119275,4.849704916103288,240.63319731578187,97.85775492716367,,
53033004000,2574586,3232248,Census Tract 40,Washington,King County,1442,134,1389,143,53,56,3.7,3.86844676440666,69.9,7.6757286040501,26.4,5.43509129845214,1389,143,1008,145,381,86,72.6,7.29087735761263,27.4,5.50999585034589,1375,320,926500,197071,919,119,1834,198,391200,82074,1599000,276089,2.2666040136552787,636.1940556500354,96.3245492371706,,
53033004301,979236,0,Census Tract 43.01,Washington,King County,1522,145,1340,101,182,117,12,7.60237009509607,46.3,2.34851562719313,41.8,5.39112859420813,1340,101,704,76,636,102,52.5,4.06038137296666,47.5,6.71891080636859,1336,162,924300,37150,1109,46,2225,759,793800,34792,1123300,81830,6.289919360493982,241.97448532638566,88.04204993429697,,
53033004302,331137,0,Census Tract 43.02,Washington,King County,1807,190,1479,180,328,146,18.2,7.85103187271143,4.2,3.1799328844397,77.7,5.20069508418084,1479,180,75,58,1404,175,5.1,3.87270120818677,94.9,2.55475000217297,1339,102,908300,367080,959,43,1770,154,595800,272841,1122700,258748,22.08351695907332,81.82573470289427,81.84836745987825,,
53033004500,670997,0,Census Tract 45,Washington,King County,1060,111,1005,122,55,54,5.2,5.06528131139489,55.6,7.78218238864704,39.2,8.59647216984104,1005,122,589,103,416,101,58.6,7.37707366546419,41.4,8.70336845963002,1925,342,837300,47208,1512,304,3117,462,668000,68109,976200,56676,6.392976135130142,165.80696964832666,94.81132075471697,,
53033004600,1552358,1033232,Census Tract 46,Washington,King County,1461,140,1363,155,98,68,6.7,4.60974947409508,59.9,6.06579715946095,33.4,8.95947536108557,1363,155,875,122,488,139,64.2,5.17894041316044,35.8,9.35005707594451,1876,174,954900,52700,1543,157,2697,663,786100,44152,1281900,113339,3.8086944075569478,383.5960157636131,93.29226557152636,,
53033004800,1278329,26886,Census Tract 48,Washington,King County,2542,400,2340,419,202,139,7.9,5.32324359774347,49.5,0.801464814303833,42.6,14.4560715987748,2340,419,1258,199,1082,405,53.8,12.8448369974089,46.2,15.1988279021763,1823,148,872500,37092,1511,141,2474,696,726500,79802,1038100,230964,8.047309437351892,315.88197518554597,92.05350118017309,,
53033005000,757380,0,Census Tract 50,Washington,King County,2575,340,2328,313,247,163,9.6,6.20209538345661,19.1,4.41777141959629,71.3,8.34788362001854,2328,313,492,131,1836,324,21.1,4.8570386924174,78.9,9.01456422330005,1695,142,920100,54609,1241,222,2101,312,794100,47339,1130800,277736,13.75882025889224,187.1526738156052,90.40776699029126,,
53033005100,881731,0,Census Tract 51,Washington,King County,1719,103,1604,132,115,72,6.7,4.16925616496214,59,5.95027044146095,34.3,4.56224251551467,1604,132,1015,119,589,86,63.3,5.28417979122467,36.7,4.42886158580452,1475,135,994700,61779,1204,130,2169,284,789400,52610,1216100,48166,7.8896468311826045,217.88047510642926,93.31006399069226,,
53033005600,3022785,1546484,Census Tract 56,Washington,King County,2861,248,2774,217,87,119,3,4.15102402643347,86.8,10.4840553485454,10.2,4.67052930550246,2774,217,2482,209,292,136,89.5,2.78855285912791,10.5,4.83302219951183,2320,517,1157000,66117,2026,333,3273,744,886400,52157,1611400,108263,3.8302612407055685,746.9464405182395,96.95910520796924,,
53033005700,5085640,2365806,Census Tract 57,Washington,King County,3206,492,2989,501,217,128,6.8,3.85502691756614,65.1,9.26834944872036,28.1,7.19723847238036,2989,501,2088,437,901,269,69.9,8.75522115254291,30.1,7.44753037437331,1648,146,890600,44076,1185,251,1963,303,710600,151089,1152500,178483,2.5511482704662845,1256.6890122046984,93.23144104803494,,
53033005801,1822365,260223,Census Tract 58.01,Washington,King County,3350,360,3153,374,197,147,5.9,4.34231663653785,30,3.76308883804643,64.1,7.20594665470303,3153,374,1005,166,2148,334,31.9,3.66381769390787,68.1,6.84931126795904,2073,211,691200,98960,1668,84,2753,263,442800,111955,907700,65094,7.439217179346478,450.31619849741924,94.11940298507463,,
53033006000,1340653,160754,Census Tract 60,Washington,King County,3344,486,3076,470,268,144,8,4.14570291653928,36.5,2.55836479205967,55.5,11.8761080648364,3076,470,1221,197,1855,480,39.7,2.0568627304562,60.3,12.5936536963347,1736,199,1089400,50301,1297,334,2185,230,843600,99082,1274100,187738,10.094101811956818,331.28257098010585,91.98564593301435,,
53033006100,1227451,652743,Census Tract 61,Washington,King County,3328,223,3065,259,263,148,7.9,4.41547605861074,42.3,6.66276080115948,49.8,6.63076051091805,3065,259,1409,241,1656,247,46,6.83636757548876,54,6.64065236809294,1662,131,966300,102132,1360,52,2146,130,663300,186013,1664700,120263,10.97228172346346,303.30974758725927,92.09735576923077,,
53033006200,2437426,239356,Census Tract 62,Washington,King County,1650,143,1632,147,18,20,1.1,1.20842831392639,89.9,4.56838497183554,9,2.99018647266556,1632,147,1483,149,149,51,90.9,4.04487838795874,9.1,3.01485404795161,3134,208,1159900,72002,1868,1230,3455,280,932500,63292,1653600,147131,2.7394936695349417,602.3010815279982,98.9090909090909,,
53033006300,2610569,3533560,Census Tract 63,Washington,King County,2900,359,2648,378,252,163,8.7,5.51679073480425,55.3,9.51700918805375,36,6.80918998501884,2648,378,1604,340,1044,236,60.6,9.4917699995839,39.4,6.91056617622051,1797,179,1916700,314322,1427,92,2356,241,1002800,291159,2000001,,4.495527076648723,645.0856485913685,91.3103448275862,,
53033006400,903649,0,Census Tract 64,Washington,King County,1466,234,1460,231,6,10,0.4,0.678992777730834,80.9,9.14837371001973,18.7,4.56935328250572,1460,231,1186,232,274,80,81.2,9.34429557165962,18.8,4.60516455263276,2255,440,1221600,353753,1681,264,2734,170,752500,192211,1856100,200151,6.565260975487483,223.2965308574267,99.59072305593452,,
53033006500,1147619,0,Census Tract 65,Washington,King County,2876,332,2665,352,211,144,7.3,4.93480644249592,38.2,6.12137807381478,54.5,10.7442583438239,2665,352,1099,217,1566,358,41.2,6.05256246878284,58.8,10.9643428725632,1769,75,1068300,110991,1483,131,2125,218,690400,146690,1614000,131305,10.14165770244496,283.58283077397215,92.663421418637,,
53033006600,1117109,831139,Census Tract 66,Washington,King County,2486,209,2351,208,135,115,5.4,4.60332161784121,18.9,4.98295659024918,75.7,6.77016838061741,2351,208,469,130,1882,231,19.9,5.24032704233667,80.1,6.81049061755904,1898,109,915700,196217,1578,89,2374,185,682500,102067,1682300,692808,9.005822230495154,276.0436455854088,94.56958970233306,,
53033006800,718106,0,Census Tract 68,Washington,King County,1592,189,1537,186,55,55,3.5,3.43034150412992,39.6,5.39772725649384,56.9,8.02449485441922,1537,186,631,114,906,167,41.1,5.5072747107919,58.9,8.1957654179492,1969,202,1358300,157413,1595,194,2465,314,1085500,78867,1652000,73771,8.971649623399163,177.44785706386358,96.54522613065326,,
53033006900,905121,0,Census Tract 69,Washington,King County,2248,175,2142,191,106,96,4.7,4.25465735687586,55.1,7.99635176358786,40.2,6.44319444950132,2142,191,1239,204,903,161,57.8,8.00624098740831,42.2,6.50881267868118,1961,234,1125700,179660,1511,175,2682,287,702700,145967,1655700,259015,10.050958090194603,223.66026997894636,95.2846975088968,,
53033007600,571882,0,Census Tract 76,Washington,King County,2259,185,2219,191,40,63,1.8,2.78507204510784,38.2,8.56692115525693,60.1,5.98427028542658,2219,191,862,206,1357,175,38.8,8.66039170703834,61.2,5.87267996357853,1586,141,841000,139646,1144,111,1939,111,595000,91269,1105900,103824,15.985550617437562,141.3151197642081,98.22930500221338,,
53033007700,1058322,0,Census Tract 77,Washington,King County,2596,228,2537,201,59,98,2.3,3.76975762674748,56.4,7.29720196095496,41.3,8.12566047307187,2537,201,1465,229,1072,231,57.7,7.78108463358791,42.3,8.46747718369321,1771,281,895100,39475,1103,270,2376,403,750900,71872,1136300,157322,9.926694590635178,261.51706152509826,97.72727272727273,,
53033007800,2097740,3632914,Census Tract 78,Washington,King County,2279,152,2231,145,48,77,2.1,3.37575337173597,77.4,7.73643546770533,20.4,6.70787824152945,2231,145,1765,212,466,156,79.1,7.99117855275681,20.9,6.85933279560806,2381,284,1142900,132692,2022,764,2921,1014,848200,67159,1869600,422279,4.396534263850347,518.3628429189412,97.89381307591049,,
