Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Workers 16 Years and Over,Total Workers 16 Years and Over - Margin of Error,"All Workers who commuted by car, truck, or van","All Workers who commuted by car, truck, or van - Margin of Error",Workers who drove alone,Workers who drove alone - Margin of Error,Workers who carpooled,Workers who carpooled - Margin of Error,All Workers who commuted by public transportation (excluding taxicab),All Workers who commuted by public transportation (excluding taxicab) - Margin of Error,Workers who commuted by bus,Workers who commuted by bus - Margin of Error,Workers who commuted by subway or elevated rail,Workers who commuted by subway or elevated rail - Margin of Error,Workers who commuted by long-distance train or commuter rail,Workers who commuted by long-distance train or commuter rail - Margin of Error,"Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico)","Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico) - Margin of Error",Workers who commuted by ferryboat,Workers who commuted by ferryboat - Margin of Error,Workers who commuted by taxicab,Workers who commuted by taxicab - Margin of Error,Workers who commuted by motorcycle,Workers who commuted by motorcycle - Margin of Error,Workers who commuted by bicycle,Workers who commuted by bicycle - Margin of Error,Workers who commuted by walking,Workers who commuted by walking - Margin of Error,Workers who commuted by other means,Workers who commuted by other means - Margin of Error,Workers who worked at home,Workers who worked at home - Margin of Error,Percent of workers who commuted by driving alone,Percent of workers who commuted by driving alone - Margin of Error,Percent of workers who commuted by carpooling,Percent of workers who commuted by carpooling - Margin of Error,Percent of workers who commuted by public transportation,Percent of workers who commuted by public transportation - Margin of Error,Percent of workers who commuted by bus,Percent of workers who commuted by bus - Margin of Error,"Percent of workers who commuted by light rail, streetcar or trolley","Percent of workers who commuted by light rail, streetcar or trolley - Margin of Error",Percent of workers who commuted by subway or elevated rail,Percent of workers who commuted by subway or elevated rail - Margin of Error,Percent of workers who commuted by long-distance train or commuter rail,Percent of workers who commuted by long-distance train or commuter rail - Margin of Error,Percent of workers who commuted by ferryboat,Percent of workers who commuted by ferryboat - Margin of Error,Percent of workers who commuted by taxicab,Percent of workers who commuted by taxicab - Margin of Error,Percent of workers who commuted by motorcycle,Percent of workers who commuted by motorcycle - Margin of Error,Percent of workers who commuted by bicycle,Percent of workers who commuted by bicycle - Margin of Error,Percent of workers who commuted by walking,Percent of workers who commuted by walking - Margin of Error,Percent of workers who commuted by other means,Percent of workers who commuted by other means - Margin of Error,Percent of workers who worked at home,Percent of workers who worked at home - Margin of Error,x,y
53033005804,2334443,1169687,Census Tract 58.04,Washington,King County,1730,286,923,213,762,190,161,113,335,178,335,178,0,13,0,13,0,13,0,13,15,25,45,43,20,30,52,69,0,13,340,199,44,8.22171610936518,9.3,6.34801538017034,19.4,9.77833940262379,19.4,9.77833940262379,0,0.751445086705202,0,0.751445086705202,0,0.751445086705202,0,0.751445086705202,0.9,1.43796016944847,2.6,2.44806847588229,1.2,1.72354007150157,3,3.95736392011992,0,0.751445086705202,19.7,11.034506510068,,
53033005901,778385,173882,Census Tract 59.01,Washington,King County,2329,482,933,238,878,225,55,66,397,199,386,202,6,13,0,13,5,11,0,13,30,38,0,13,48,49,322,124,48,49,551,335,37.7,5.69743542858288,2.4,2.79137200913429,17,7.78218383834746,16.6,7.96619756544921,0.2,0.470211275323199,0.3,0.555627311084593,0,0.55817947617003,0,0.55817947617003,1.3,1.60967640666142,0,0.55817947617003,2.1,2.0602179837126,13.8,4.48996270710642,2.1,2.0602179837126,23.7,13.5248835457868,,
53033005902,1022976,0,Census Tract 59.02,Washington,King County,2483,420,1252,296,830,195,422,243,386,152,386,152,0,13,0,13,0,13,0,13,0,13,0,13,11,18,59,51,52,59,723,258,33.4,5.45028020829058,17,9.35478656838734,15.5,5.52808555025319,15.5,5.52808555025319,0,0.523560209424084,0,0.523560209424084,0,0.523560209424084,0,0.523560209424084,0,0.523560209424084,0,0.523560209424084,0.4,0.721046085149645,2.4,2.01425780770357,2.1,2.34960408159305,29.1,9.14915288701171,,
53033006701,380256,105441,Census Tract 67.01,Washington,King County,2873,530,940,340,898,345,42,48,454,184,454,184,0,13,0,13,0,13,0,13,108,160,0,13,22,36,656,353,44,51,649,314,31.3,10.5334151159802,1.5,1.64881812846789,15.8,5.70254021342716,15.8,5.70254021342716,0,0.452488687782805,0,0.452488687782805,0,0.452488687782805,0,0.452488687782805,3.8,5.52574686554492,0,0.452488687782805,0.8,1.24505748315996,22.8,11.5422298669474,1.5,1.75252093947252,22.6,10.1036907392029,,
53033006702,304748,0,Census Tract 67.02,Washington,King County,2156,483,395,194,349,194,46,1,183,153,183,153,0,13,0,13,0,13,0,13,0,13,0,13,35,57,621,231,0,13,922,438,16.2,8.23503924455383,2.1,0.480222650216843,8.5,6.83697167053931,8.5,6.83697167053931,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,1.6,2.6186515471579,28.8,8.55328184024635,0,0.602968460111317,42.8,17.9145940358848,,
53033006703,597133,0,Census Tract 67.03,Washington,King County,2027,445,745,230,552,202,193,169,205,131,205,131,0,13,0,13,0,13,0,13,0,13,0,13,63,74,439,351,0,13,575,285,27.2,7.97296432781209,9.5,8.0711586839247,10.1,6.06939553019155,10.1,6.06939553019155,0,0.641341884558461,0,0.641341884558461,0,0.641341884558461,0,0.641341884558461,0,0.641341884558461,0,0.641341884558461,3.1,3.58638415321823,21.7,16.6506850771976,0,0.641341884558461,28.4,12.605789650787,,
53033007001,358281,0,Census Tract 70.01,Washington,King County,2271,503,896,274,805,259,91,112,369,178,369,178,0,13,0,13,0,13,0,13,0,13,0,13,35,55,384,232,0,13,587,392,35.4,8.27205715348144,4,4.85123271749083,16.2,6.96290633899823,16.2,6.96290633899823,0,0.572435050638485,0,0.572435050638485,0,0.572435050638485,0,0.572435050638485,0,0.572435050638485,0,0.572435050638485,1.5,2.39766366887283,16.9,9.50452320532137,0,0.572435050638485,25.8,16.284076257379,,
53033007002,441021,0,Census Tract 70.02,Washington,King County,2777,378,920,305,850,299,70,70,615,296,615,296,0,13,0,13,0,13,0,13,0,13,0,13,0,13,630,289,52,82,560,238,30.6,9.9282363777216,2.5,2.49724462068265,22.1,10.2238322650003,22.1,10.2238322650003,0,0.468131076701476,0,0.468131076701476,0,0.468131076701476,0,0.468131076701476,0,0.468131076701476,0,0.468131076701476,0,0.468131076701476,22.7,9.93820752626708,1.9,2.94180556203991,20.2,8.11894215848871,,
53033007101,495054,0,Census Tract 71.01,Washington,King County,2237,419,429,280,410,279,19,30,502,173,488,174,14,25,0,13,0,13,0,13,0,13,0,13,51,49,553,177,33,37,669,281,18.3,11.9902977365984,0.8,1.33161241526369,22.4,6.49159276652894,21.8,6.61860163410801,0,0.581135449262405,0.6,1.11140341912642,0,0.581135449262405,0,0.581135449262405,0,0.581135449262405,0,0.581135449262405,2.3,2.14840638064495,24.7,6.41609796817876,1.5,1.63075809219894,29.9,11.2433570760939,,
53033007102,335908,0,Census Tract 71.02,Washington,King County,2036,372,717,235,614,225,103,89,489,183,449,178,18,28,0,13,0,13,22,37,102,90,0,13,64,46,156,79,16,26,492,270,30.2,9.57944147737035,5.1,4.27247350712844,24,7.84415619907067,22.1,7.75874073211774,0,0.638506876227898,0.9,1.36572605510774,0,0.638506876227898,1.1,1.80653273838965,5,4.32462182499755,0,0.638506876227898,3.1,2.18511265968292,7.7,3.61880705315534,0.8,1.26891592821717,24.2,12.5047114426013,,
53033007201,150744,0,Census Tract 72.01,Washington,King County,3360,473,767,254,560,224,207,168,257,138,242,142,0,18,0,18,15,29,0,18,52,59,0,18,37,61,1413,340,61,98,773,327,16.7,6.24016413940447,6.2,4.92421034991149,7.6,3.96348678073452,7.2,4.10276484078516,0.4,0.860804181769274,0,0.535714285714286,0,0.535714285714286,0,0.535714285714286,1.5,1.74238455625723,0,0.535714285714286,1.1,1.80884575808621,42.1,8.20659697429503,1.8,2.90544792641719,23,9.17746393682745,,
53033007202,280585,0,Census Tract 72.02,Washington,King County,2857,538,248,186,248,186,0,13,352,152,138,100,0,13,0,13,195,91,19,32,15,40,0,13,0,13,1272,461,0,13,970,428,8.7,6.30177727236581,0,0.455022751137557,12.3,4.78773663755822,4.8,3.37992446602444,6.8,2.91432754502937,0,0.455022751137557,0,0.455022751137557,0.7,1.11303296889702,0.5,1.3965748295703,0,0.455022751137557,0,0.455022751137557,44.5,13.7867171517314,0,0.455022751137557,34,13.5479506607119,,
53033007203,579631,0,Census Tract 72.03,Washington,King County,2384,448,106,84,106,84,0,13,300,165,248,140,0,13,0,13,52,84,0,13,0,13,0,13,0,13,1233,355,44,71,701,308,4.4,3.42298713600499,0,0.545302013422819,12.6,6.5046221934266,10.4,5.53755854127673,2.2,3.49956716028894,0,0.545302013422819,0,0.545302013422819,0,0.545302013422819,0,0.545302013422819,0,0.545302013422819,0,0.545302013422819,51.7,11.2817584307667,1.8,2.95792349221887,29.4,11.6781717945727,,
53033007301,250787,0,Census Tract 73.01,Washington,King County,2047,391,339,146,283,135,56,68,173,100,169,99,4,5,0,13,0,13,0,13,0,13,0,13,0,13,1026,280,19,31,490,334,13.8,6.0432344754781,2.7,3.28057754160595,8.5,4.61076549008433,8.3,4.5720189467628,0,0.635075720566683,0.2,0.241391241496466,0,0.635075720566683,0,0.635075720566683,0,0.635075720566683,0,0.635075720566683,0,0.635075720566683,50.1,9.76951736205561,0.9,1.5039974844447,23.9,15.6628220752789,,
53033007302,312981,0,Census Tract 73.02,Washington,King County,3765,557,729,330,555,274,174,208,643,309,618,306,0,13,0,13,25,37,0,13,33,53,16,27,39,58,1393,348,0,13,912,478,14.7,6.94311796039915,4.6,5.48209732451941,17.1,7.80858257313479,16.4,7.75623263672503,0.7,0.977813597926753,0,0.345285524568393,0,0.345285524568393,0,0.345285524568393,0.9,1.40171755754211,0.4,0.71437026973325,1,1.53286338569458,37,7.44800732721197,0,0.345285524568393,24.2,12.1796234503731,,
53033007303,313527,0,Census Tract 73.03,Washington,King County,1758,328,198,143,151,115,47,77,78,54,42,41,0,13,0,13,36,42,0,13,0,13,0,13,0,13,901,204,0,13,581,332,8.6,6.34218877627464,2.7,4.35148142958924,4.4,2.95802324953594,2.4,2.28920271395392,2,2.35833023568389,0,0.739476678043231,0,0.739476678043231,0,0.739476678043231,0,0.739476678043231,0,0.739476678043231,0,0.739476678043231,51.3,6.57404534533971,0,0.739476678043231,33,17.8500923141172,,
53033007403,118559,0,Census Tract 74.03,Washington,King County,2280,530,441,149,338,136,103,90,739,415,282,113,161,81,0,13,296,421,0,13,0,13,0,13,96,92,584,194,46,75,374,161,14.8,4.86876234214438,4.5,3.80512059395031,32.4,16.5691331086073,12.4,4.03695906574838,13,18.2166285841469,7.1,3.1506790569725,0,0.570175438596491,0,0.570175438596491,0,0.570175438596491,0,0.570175438596491,4.2,3.91458254312398,25.6,6.07843892510686,2,3.25586932613292,16.4,5.94337579460547,,
53033007404,153725,0,Census Tract 74.04,Washington,King County,2653,387,942,321,847,293,95,92,548,146,224,94,74,58,0,13,233,132,17,27,0,13,0,13,151,89,643,250,48,76,321,127,31.9,10.0141478020802,3.6,3.42820614218164,20.7,4.60503380647534,8.4,3.32220281173515,8.8,4.80773405120992,2.8,2.1480075627478,0,0.49001130795326,0.6,1.01341416335197,0,0.49001130795326,0,0.49001130795326,5.7,3.25032834491856,24.2,8.73492488313117,1.8,2.85249795018317,12.1,4.44977654075761,,
53033007405,131830,0,Census Tract 74.05,Washington,King County,1986,287,469,181,392,142,77,100,582,204,408,173,94,90,0,13,80,83,0,13,0,13,0,13,18,29,775,211,0,13,142,75,19.7,6.55645254428891,3.9,5.00397670794831,29.3,9.35827723572039,20.5,8.18945891213969,4,4.13851488892222,4.7,4.47980571068234,0,0.654582074521652,0,0.654582074521652,0,0.654582074521652,0,0.654582074521652,0.9,1.45433556442446,39,9.0041967386316,0,0.654582074521652,7.2,3.63233050858291,,
53033007406,150829,0,Census Tract 74.06,Washington,King County,1884,338,265,141,214,131,51,59,637,229,375,141,180,195,18,28,64,58,0,13,0,13,0,13,69,95,434,180,33,38,446,210,11.4,6.64796878380198,2.7,3.09374835575229,33.8,10.5332226048355,19.9,6.57720116093118,3.4,3.01762901034262,9.6,10.2074028033914,1,1.47628214551294,0,0.690021231422505,0,0.690021231422505,0,0.690021231422505,3.7,4.999470547764,23,8.61403149157657,1.8,1.99235511758133,23.7,10.3056663625432,,
53033007501,298283,0,Census Tract 75.01,Washington,King County,2901,688,708,362,708,362,0,13,741,367,502,291,171,239,0,13,68,82,0,13,0,13,0,13,140,132,602,331,60,69,650,495,24.4,11.0549204053015,0,0.448121337469838,25.5,11.1061553606422,17.3,9.15311141337715,2.3,2.77140765843351,5.9,8.11906855917701,0,0.448121337469838,0,0.448121337469838,0,0.448121337469838,0,0.448121337469838,4.8,4.40386192698362,20.8,10.2939111560334,2.1,2.32736320404578,22.4,16.2145656500714,,
53033007502,315931,0,Census Tract 75.02,Washington,King County,1919,494,353,224,353,224,0,13,589,296,327,194,153,139,0,13,109,134,0,13,0,13,0,13,0,13,588,333,78,131,311,308,18.4,10.6690910536938,0,0.677436164669099,30.7,13.2473634598057,17,9.10816373164218,5.7,6.82799742261922,8,6.94649080621767,0,0.677436164669099,0,0.677436164669099,0,0.677436164669099,0,0.677436164669099,0,0.677436164669099,30.6,15.4564649177281,4.1,6.74580613438189,16.2,15.4983323729649,,
53033007503,187541,0,Census Tract 75.03,Washington,King County,1854,472,540,242,540,242,0,13,370,247,370,247,0,13,0,13,0,13,0,13,0,13,0,13,29,49,700,444,0,13,215,157,29.1,10.742140962872,0,0.701186623516721,20,12.3157066710223,20,12.3157066710223,0,0.701186623516721,0,0.701186623516721,0,0.701186623516721,0,0.701186623516721,0,0.701186623516721,0,0.701186623516721,1.6,2.61276172778167,37.8,21.9345344105645,0,0.701186623516721,11.6,7.93687119729765,,
53033007901,267231,0,Census Tract 79.01,Washington,King County,2136,413,518,197,428,174,90,88,606,305,562,302,18,23,0,13,26,34,0,13,0,13,0,13,94,86,405,160,0,13,513,166,20,7.1657760745085,4.2,4.03849636178132,28.4,13.1832974156016,26.3,13.1916316888046,1.2,1.57426475531953,0.8,1.06437989611114,0,0.608614232209738,0,0.608614232209738,0,0.608614232209738,0,0.608614232209738,4.4,3.93527695942566,19,6.53218616007524,0,0.608614232209738,24,6.2315920607068,,
53033007902,431244,0,Census Tract 79.02,Washington,King County,2486,374,925,249,853,256,72,85,659,258,613,250,17,29,0,13,11,20,18,30,0,13,0,13,43,43,306,135,0,13,553,210,34.3,8.91042384584316,2.9,3.3912712600765,26.5,9.58129458400417,24.7,9.34709434045147,0.4,0.80174649119145,0.7,1.16198734485853,0,0.522928399034594,0.7,1.20183154286851,0,0.522928399034594,0,0.522928399034594,1.7,1.71000027590134,12.3,5.1049235909001,0,0.522928399034594,22.2,7.75614011079773,,
53033008003,197152,0,Census Tract 80.03,Washington,King County,3020,652,444,224,413,226,31,51,239,174,239,174,0,13,0,13,0,13,0,13,33,53,0,13,56,63,1285,432,31,51,932,410,13.7,6.87640314165074,1,1.67413746231824,7.9,5.50242825366713,7.9,5.50242825366713,0,0.43046357615894,0,0.43046357615894,0,0.43046357615894,0,0.43046357615894,1.1,1.73903850298974,0,0.43046357615894,1.9,2.04731923511466,42.5,10.9652162847871,1,1.67413746231824,30.9,11.8288059598404,,
53033008004,284626,526767,Census Tract 80.04,Washington,King County,2558,410,498,238,355,171,143,191,144,105,121,102,23,36,0,13,0,13,0,13,59,87,0,13,0,13,945,310,97,94,815,300,13.9,6.30397553383478,5.6,7.41281403708308,5.6,4.00437354203102,4.7,3.91474807030479,0,0.508209538702111,0.9,1.39995118571723,0,0.508209538702111,0,0.508209538702111,2.3,3.38094301222208,0,0.508209538702111,0,0.508209538702111,36.9,10.5737863924185,3.8,3.62413397608914,31.9,10.5577242024413,,
53033008101,270324,277671,Census Tract 81.01,Washington,King County,1413,202,251,133,239,133,12,20,290,114,249,109,26,30,0,13,15,24,0,13,0,13,0,13,0,13,504,143,15,24,353,119,16.9,9.09670441540355,0.8,1.41021166019102,20.5,7.51552480833991,17.6,7.29113203173841,1.1,1.69172040478247,1.8,2.1067835788859,0,0.920028308563341,0,0.920028308563341,0,0.920028308563341,0,0.920028308563341,0,0.920028308563341,35.7,8.74181883789052,1.1,1.69172040478247,25,7.62702992302163,,
53033008102,556705,91220,Census Tract 81.02,Washington,King County,1456,410,154,100,154,100,0,13,458,329,373,323,10,24,0,13,75,81,0,13,40,58,0,13,0,13,345,125,0,13,459,218,10.6,6.18873312081884,0,0.892857142857143,31.5,20.7876234712991,25.6,20.978381041065,5.2,5.3707590096405,0.7,1.63696633987682,0,0.892857142857143,0,0.892857142857143,2.7,3.90767627045862,0,0.892857142857143,0,0.892857142857143,23.7,5.40226964006268,0,0.892857142857143,31.5,12.0570602508012,,
53033008401,250921,0,Census Tract 84.01,Washington,King County,1923,296,463,167,338,136,125,121,335,197,271,193,12,23,0,13,52,61,0,13,3,6,0,13,66,103,715,254,0,13,341,162,17.6,6.53432302230602,6.5,6.21219050988499,17.4,9.8872384670985,14.1,9.79917670296576,2.7,3.14470015789527,0.6,1.19218459750974,0,0.676027041081643,0,0.676027041081643,0.2,0.31108703386166,0,0.676027041081643,3.4,5.33009706543653,37.2,11.904207795625,0,0.676027041081643,17.7,7.96988904837781,,
53033008402,145446,0,Census Tract 84.02,Washington,King County,2178,480,544,363,544,363,0,13,502,243,420,233,10,16,0,13,72,82,0,13,29,49,0,13,131,106,544,251,74,90,354,183,25,15.7314128138732,0,0.596877869605142,23,9.93362486787278,19.3,9.81750906606318,3.3,3.69375899791439,0.5,0.727616731033401,0,0.596877869605142,0,0.596877869605142,1.3,2.23055112191953,0,0.596877869605142,6,4.68285637639837,25,10.1247148742806,3.4,4.06382298163207,16.3,7.60040252325352,,
53033009801,1004708,0,Census Tract 98.01,Washington,King County,1867,305,1126,247,979,230,147,111,285,154,252,143,0,13,0,13,0,13,33,53,0,13,0,13,42,43,24,29,0,13,390,130,52.4,8.85334356577998,7.9,5.80456066341619,15.3,7.86252625985567,13.5,7.33508649985807,0,0.696304231387252,0,0.696304231387252,0,0.696304231387252,1.8,2.82405510632654,0,0.696304231387252,0,0.696304231387252,2.2,2.27365091141554,1.3,1.53903274180249,0,0.696304231387252,20.9,6.06948375586615,,
53033009802,922319,0,Census Tract 98.02,Washington,King County,2327,521,1263,244,1195,242,68,48,341,224,341,224,0,13,0,13,0,13,0,13,0,13,0,13,19,29,31,36,18,20,655,337,51.4,15.503261099716,2.9,1.95623116916632,14.7,9.04973603249667,14.7,9.04973603249667,0,0.558659217877095,0,0.558659217877095,0,0.558659217877095,0,0.558659217877095,0,0.558659217877095,0,0.558659217877095,0.8,1.23275883344605,1.3,1.51803141826846,0.8,0.841845874189699,28.1,13.0390370559483,,
53033010101,871622,0,Census Tract 101.01,Washington,King County,2046,381,848,224,764,233,84,70,597,201,369,170,66,58,41,44,121,85,0,13,0,13,0,13,90,63,0,13,114,171,397,156,37.3,9.01866223650187,4.1,3.33479523218241,29.2,8.18460974979476,18,7.59990094220258,5.9,4.00582209049702,3.2,2.77042384826809,2,2.11791457220133,0,0.635386119257087,0,0.635386119257087,0,0.635386119257087,4.4,2.96822474959043,0,0.635386119257087,5.6,8.293116614702,19.4,6.7140960586955,,
53033010102,1623225,2170065,Census Tract 101.02,Washington,King County,2791,512,1268,349,1145,328,123,103,331,133,175,127,53,53,17,27,86,74,0,13,0,13,55,72,98,78,148,96,126,103,765,277,41,9.02620873110264,4.4,3.60079179618828,11.9,4.23969673005101,6.3,4.40256133448454,3.1,2.59042338646335,1.9,1.86673489591082,0.6,0.960920489406671,0,0.465782873522035,0,0.465782873522035,2,2.55426563816241,3.5,2.71945284789524,5.3,3.2992039951051,4.5,3.59630781621575,27.4,8.55675900434305,,
53033010301,1002658,0,Census Tract 103.01,Washington,King County,2228,410,1492,325,1405,305,87,63,156,94,128,76,28,43,0,13,0,13,0,13,0,13,20,33,12,19,48,46,0,13,500,228,63.1,7.26177426447012,3.9,2.73482034627668,7,4.01746621181947,5.7,3.24316370878586,0,0.583482944344704,1.3,1.91607588711474,0,0.583482944344704,0,0.583482944344704,0,0.583482944344704,0.9,1.47190852152423,0.5,0.847003465960949,2.2,2.02621024470505,0,0.583482944344704,22.4,9.36309363254042,,
53033010302,632167,0,Census Tract 103.02,Washington,King County,2307,630,548,154,482,139,66,57,951,427,322,336,406,252,0,13,223,120,0,13,0,13,0,13,30,35,10,18,23,39,745,313,20.9,1.93643715663061,2.9,2.34397369644521,41.2,14.6920705800291,14,14.0567765171188,9.7,4.48200343213575,17.6,9.80926399147949,0,0.563502384048548,0,0.563502384048548,0,0.563502384048548,0,0.563502384048548,1.3,1.47497569387746,0.4,0.771202637354651,1,1.66844015689032,32.3,10.3104811172893,,
53033010501,742016,0,Census Tract 105.01,Washington,King County,2708,431,1455,317,1281,283,174,166,389,201,332,172,0,13,0,13,57,98,0,13,0,13,0,13,82,84,64,78,0,13,718,354,47.3,7.24773132421879,6.4,6.04407936794181,14.4,7.06156598319211,12.3,6.04439685183187,2.1,3.60336749306312,0,0.480059084194978,0,0.480059084194978,0,0.480059084194978,0,0.480059084194978,0,0.480059084194978,3,3.06425229086356,2.4,2.8556880076575,0,0.480059084194978,26.5,12.3725232236208,,
53033010502,975912,0,Census Tract 105.02,Washington,King County,3958,877,1691,368,1507,391,184,171,925,351,887,349,38,59,0,18,0,18,0,18,0,18,0,18,0,18,355,403,0,18,987,636,38.1,5.13955738005007,4.6,4.19577212700541,23.4,7.19919182526913,22.4,7.28646874234729,0,0.45477513895907,1,1.47539427613808,0,0.45477513895907,0,0.45477513895907,0,0.45477513895907,0,0.45477513895907,0,0.45477513895907,9,9.98607509703188,0,0.45477513895907,24.9,15.0888556581424,,
53033010601,1089233,0,Census Tract 106.01,Washington,King County,2925,546,1548,340,1323,283,225,128,380,151,380,151,0,13,0,13,0,13,0,13,0,13,0,13,74,62,79,76,0,13,844,440,45.2,4.7248504454689,7.7,4.13378434193281,13,4.55733833684259,13,4.55733833684259,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,2.5,2.06638084800728,2.7,2.5489090190115,0,0.444444444444444,28.9,14.045376837292,,
53033010602,1505061,817134,Census Tract 106.02,Washington,King County,2417,463,1372,339,1356,330,16,27,353,193,339,193,0,13,0,13,0,13,14,24,0,13,0,13,15,24,59,58,29,45,589,269,56.1,8.42105856875377,0.7,1.10986651793882,14.6,7.47895309809518,14,7.51952657928065,0,0.537856847331402,0,0.537856847331402,0,0.537856847331402,0.6,0.98674765334833,0,0.537856847331402,0,0.537856847331402,0.6,0.985824188116487,2.4,2.35366870391309,1.2,1.84757086184708,24.4,10.1031833805076,,
53033011601,1554538,184845,Census Tract 116.01,Washington,King County,1710,247,1055,230,979,228,76,81,168,94,153,92,15,21,0,13,0,13,0,13,0,13,24,41,0,13,25,41,53,71,385,164,57.3,10.4589948702334,4.4,4.69313763204191,9.8,5.3107429415852,8.9,5.22258238609234,0,0.760233918128655,0.9,1.22151628449816,0,0.760233918128655,0,0.760233918128655,0,0.760233918128655,1.4,2.38907478660134,0,0.760233918128655,1.5,2.38834295303141,3.1,4.12784001579247,22.5,9.02242802798783,,
53033011602,1565825,786358,Census Tract 116.02,Washington,King County,1881,416,1161,295,1071,301,90,66,272,127,256,123,0,13,0,13,8,15,8,14,0,13,0,13,16,26,76,84,14,23,342,169,56.9,9.87430633848289,4.8,3.34540614075456,14.5,5.94628733570995,13.6,5.80515732335975,0.4,0.791881470300203,0,0.691121743753323,0,0.691121743753323,0.4,0.73831753312179,0,0.691121743753323,0,0.691121743753323,0.9,1.36938227014266,4,4.37539635599323,0.7,1.21162374044726,18.2,8.03453209561585,,
53033011801,1160802,630417,Census Tract 118.01,Washington,King County,1896,333,1465,290,1344,283,121,103,251,130,163,119,38,47,0,13,50,44,0,13,0,13,0,13,0,13,0,13,0,13,180,97,70.9,8.23344143129035,6.4,5.31560019515888,13.2,6.45027600665552,8.6,6.09204115478622,2.6,2.2739853368022,2,2.45378299830031,0,0.685654008438819,0,0.685654008438819,0,0.685654008438819,0,0.685654008438819,0,0.685654008438819,0,0.685654008438819,0,0.685654008438819,9.5,4.83669051092556,,
53033011802,1139611,1037832,Census Tract 118.02,Washington,King County,2148,348,1528,343,1288,351,240,131,466,228,252,169,16,28,12,20,186,152,0,13,0,13,0,13,0,13,15,25,0,13,139,81,60,13.1395204984107,11.2,5.82385991806194,21.7,10.0157153063789,11.7,7.63474972370862,8.7,6.93589432992802,0.7,1.29794006866875,0.6,0.926689212779689,0,0.605214152700186,0,0.605214152700186,0,0.605214152700186,0,0.605214152700186,0.7,1.15836151597461,0,0.605214152700186,6.5,3.62228200730089,,
53033011901,1682374,0,Census Tract 119.01,Washington,King County,2225,571,1945,606,1434,369,511,364,239,125,218,123,0,13,0,13,21,24,0,13,0,13,0,13,0,13,0,13,0,13,41,46,64.4,1.21628386673733,23,15.2609882662035,10.7,4.89518334809393,9.8,4.92317202207658,0.9,1.05110555227635,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,0,0.584269662921348,1.8,2.01260603490446,,
53033011902,1580686,1217487,Census Tract 119.02,Washington,King County,1923,495,1660,465,1144,429,516,169,69,72,7,16,11,22,0,13,51,68,0,13,0,13,0,13,14,22,0,13,0,13,180,129,59.5,16.2229882679774,26.8,5.43387182467989,3.6,3.62843963240496,0.4,0.826740277150519,2.7,3.46961743458972,0.6,1.13453062498109,0,0.676027041081643,0,0.676027041081643,0,0.676027041081643,0,0.676027041081643,0.7,1.12859254101847,0,0.676027041081643,0,0.676027041081643,9.4,6.26062154694393,,
