Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Commuters (Workers 16 Years and Over Who Did Not Work at Home),Total Commuters (Workers 16 Years and Over Who Did Not Work at Home) - Margin of Error,Workers whose commute was less than 5 minutes,Workers whose commute was less than 5 minutes - Margin of Error,Workers whose commute was 5 to 9 minutes,Workers whose commute was 5 to 9 minutes - Margin of Error,Workers whose commute was 10 to 14 minutes,Workers whose commute was 10 to 14 minutes - Margin of Error,Workers whose commute was 15 to 19 minutes,Workers whose commute was 15 to 19 minutes - Margin of Error,Workers whose commute was 20 to 24 minutes,Workers whose commute was 20 to 24 minutes - Margin of Error,Workers whose commute was 25 to 29 minutes,Workers whose commute was 25 to 29 minutes - Margin of Error,Workers whose commute was 30 to 34 minutes,Workers whose commute was 30 to 34 minutes - Margin of Error,Workers whose commute was 35 to 39 minutes,Workers whose commute was 35 to 39 minutes - Margin of Error,Workers whose commute was 40 to 44 minutes,Workers whose commute was 40 to 44 minutes - Margin of Error,Workers whose commute was 45 to 59 minutes,Workers whose commute was 45 to 59 minutes - Margin of Error,Workers whose commute was 60 to 89 minutes,Workers whose commute was 60 to 89 minutes - Margin of Error,Workers whose commute was 90 minutes or more,Workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was less than 5 minutes,Percent of workers whose commute was less than 5 minutes - Margin of Error,Percent of workers whose commute was 5 to 9 minutes,Percent of workers whose commute was 5 to 9 minutes - Margin of Error,Percent of workers whose commute was 10 to 14 minutes,Percent of workers whose commute was 10 to 14 minutes - Margin of Error,Percent of workers whose commute was 15 to 19 minutes,Percent of workers whose commute was 15 to 19 minutes - Margin of Error,Percent of workers whose commute was 20 to 24 minutes,Percent of workers whose commute was 20 to 24 minutes - Margin of Error,Percent of workers whose commute was 25 to 29 minutes,Percent of workers whose commute was 25 to 29 minutes - Margin of Error,Percent of workers whose commute was 30 to 34 minutes,Percent of workers whose commute was 30 to 34 minutes - Margin of Error,Percent of workers whose commute was 35 to 39 minutes,Percent of workers whose commute was 35 to 39 minutes - Margin of Error,Percent of workers whose commute was 40 to 44 minutes,Percent of workers whose commute was 40 to 44 minutes - Margin of Error,Percent of workers whose commute was 45 to 59 minutes,Percent of workers whose commute was 45 to 59 minutes - Margin of Error,Percent of workers whose commute was 60 to 89 minutes,Percent of workers whose commute was 60 to 89 minutes - Margin of Error,Percent of workers whose commute was 90 minutes or more,Percent of workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was 45 minutes or more,x,y
53033000300,1211013,0,Census Tract 3,Washington,King County,1525,244,110,99,114,71,91,43,189,97,220,96,123,61,224,92,86,66,78,45,224,99,64,61,2,3,7.2,6.38839312997586,7.5,4.49948004998761,6,2.65311054025905,12.4,6.04366175926153,14.4,5.85664450599989,8.1,3.786110260633,14.7,5.55618997912393,5.6,4.23276651720157,5.1,2.83507011810585,14.7,6.05146587948022,4.2,3.94323734689981,0.1,0.195598984262318,19.01639344262295,,
53033000402,1798938,0,Census Tract 4.02,Washington,King County,2616,601,0,18,331,374,349,215,251,142,243,132,189,136,410,147,127,80,127,102,249,149,309,234,31,38,0,0.688073394495413,12.7,13.9979947349126,13.3,7.62576670499312,9.6,4.96040938017008,9.3,4.57237752398962,7.2,4.92669055692518,15.7,4.31408792922734,4.9,2.84746251181462,4.9,3.7361594866096,9.5,5.25921600086889,11.8,8.52339044135562,1.2,1.4268592708608,22.515290519877677,,
53033000500,2898252,953717,Census Tract 5,Washington,King County,1087,151,25,40,44,33,25,38,62,38,280,93,50,30,171,54,158,68,61,37,150,69,50,37,11,17,2.3,3.66595724628461,4,2.98334942641964,2.3,3.48123026471521,5.7,3.4048849463724,25.8,7.77142841706623,4.6,2.68490112721284,15.7,4.46132824235453,14.5,5.92092214093195,5.6,3.31339410122259,13.8,6.05138094439708,4.6,3.34335049204865,1,1.55760674442652,19.411223551057958,,
53033000700,1294438,0,Census Tract 7,Washington,King County,2868,474,33,50,90,80,225,132,443,209,601,201,293,135,583,245,54,52,237,202,203,112,65,60,41,45,1.2,1.73297250557496,3.1,2.74076097862804,7.8,4.41610209325958,15.4,6.82553029583215,21,6.0928264812158,10.2,4.3938657419767,20.3,7.85417060190891,1.9,1.78620675927191,8.3,6.90955282987349,7.1,3.72583111198855,2.3,2.05824467104137,1.4,1.55114694925715,10.774058577405858,,
53033000800,1141931,0,Census Tract 8,Washington,King County,1198,158,21,23,42,47,179,82,109,46,152,68,76,40,165,80,35,25,60,42,231,90,53,45,75,59,1.8,1.90589608780122,3.5,3.89586333115324,14.9,6.5549411839592,9.1,3.64741327073336,12.7,5.42386512376269,6.3,3.2323698864712,13.8,6.42599511424898,2.9,2.05093076267216,5,3.44305553762195,19.3,7.06900634164851,4.4,3.71066759087219,6.3,4.85516903761867,29.966611018363942,,
53033000900,1004853,1849039,Census Tract 9,Washington,King County,851,120,8,10,33,22,106,61,89,39,121,47,74,38,194,62,55,31,73,35,59,31,27,28,12,10,0.9,1.16758725344473,3.9,2.52670275203941,12.5,6.94951489629303,10.5,4.33908190274788,14.2,5.14613290213784,8.7,4.29368152364616,22.8,6.53801806415509,6.5,3.52693057565923,8.6,3.93090824865673,6.9,3.509136348403,3.2,3.25968807375581,1.4,1.15814284140684,11.515863689776733,,
53033001000,954203,0,Census Tract 10,Washington,King County,839,126,6,9,40,36,93,36,96,33,77,42,95,55,172,57,61,33,47,23,108,40,37,24,7,9,0.7,1.06731573993929,4.8,4.23066378490298,11.1,3.95474558159656,11.4,3.53803258982579,9.2,4.81248121412627,11.3,6.33103130577504,20.5,6.0561553687808,7.3,3.77866055694126,5.6,2.60907704911416,12.9,4.35805821571059,4.4,2.78282375800853,0.8,1.06536269956749,18.116805721096544,,
53033001100,1060685,0,Census Tract 11,Washington,King County,1313,224,0,13,24,30,149,96,174,65,327,141,126,66,185,91,38,37,94,58,122,63,64,47,10,16,0,0.99009900990099,1.8,2.26346376644138,11.3,7.05052840335564,13.3,4.40409481442131,24.9,9.86249436976559,9.6,4.75257905563073,14.1,6.50049735183185,2.9,2.77438183153253,7.2,4.24515876150102,9.3,4.52875946333578,4.9,3.48165875223192,0.8,1.21163648856582,14.927646610814927,,
53033001300,1180877,0,Census Tract 13,Washington,King County,2514,509,32,51,21,33,199,93,436,214,264,139,243,139,514,233,125,72,321,201,177,112,130,91,52,66,1.3,2.01220337900651,0.8,1.30170838992778,7.9,3.33409597185339,17.3,7.7543679172593,10.5,5.10390023886912,9.7,5.17110801820682,20.4,8.29228542437883,5,2.68120225684094,12.8,7.56574181863576,7,4.22084095573272,5.2,3.46501284291522,2.1,2.59168109087776,14.28003182179793,,
53033001400,2152767,213389,Census Tract 14,Washington,King County,2903,476,19,32,160,192,312,208,170,102,468,141,253,156,393,166,211,128,157,121,537,214,202,134,21,34,0.7,1.09707155759746,5.5,6.55181471138287,10.7,6.94490642489025,5.9,3.37985901612461,16.1,4.07473320494193,8.7,5.18026552512066,13.5,5.26979580330013,7.3,4.24511374450161,5.4,4.07267815617353,18.5,6.71878096739786,7,4.47268538871287,0.7,1.1651804872,26.179813985532206,,
53033001500,1167711,526885,Census Tract 15,Washington,King County,1305,294,0,13,154,111,122,52,67,41,86,47,92,53,306,140,48,37,106,52,279,124,45,32,0,13,0,0.996168582375479,11.8,8.07959000332906,9.3,3.38257686609688,5.1,2.92110207536087,6.6,3.28128699603472,7,3.73787323943226,23.4,9.33720850941309,3.7,2.71145489755226,8.1,3.53963575081845,21.4,8.19071685021594,3.4,2.32579655189335,0,0.996168582375479,24.82758620689655,,
53033001600,2020358,320118,Census Tract 16,Washington,King County,1808,171,49,40,56,34,221,100,306,108,230,80,103,59,223,87,129,75,118,75,227,78,124,55,22,29,2.7,2.19749014618439,3.1,1.85757355082124,12.2,5.40880059954344,16.9,5.75497641567337,12.7,4.25805687750819,5.7,3.21848443538198,12.3,4.66840329329799,7.1,4.09297308683856,6.5,4.10204582118445,12.6,4.14751363644224,6.9,2.97207203071791,1.2,1.59984826409159,20.63053097345133,,
53033001701,892768,0,Census Tract 17.01,Washington,King County,2679,404,7,16,218,126,187,103,258,171,484,228,181,98,423,186,195,173,103,94,397,196,214,133,12,19,0.3,0.59593651532294,8.1,4.54033874735573,7,3.69781269994094,9.6,6.21556504506981,18.1,8.06276952600401,6.8,3.5133294230272,15.8,6.52181777484402,7.3,6.36365910435395,3.8,3.46053756386895,14.8,6.96650466938547,8,4.81617489318995,0.4,0.705995733957978,23.254945875326612,,
53033001702,1280220,0,Census Tract 17.02,Washington,King County,2510,494,56,85,116,100,208,117,258,146,450,204,63,71,472,166,108,68,111,85,399,176,269,205,0,18,2.2,3.35786531721323,4.6,3.87884533458057,8.3,4.36671521392382,10.3,5.45360356432857,17.9,7.32158953204683,2.5,2.78521669556808,18.8,5.48100671864525,4.3,2.5734066497332,4.4,3.27269506403286,15.9,6.27528717760691,10.7,7.89026478932225,0,0.717131474103586,26.61354581673307,,
53033001800,946085,0,Census Tract 18,Washington,King County,3116,406,159,125,100,90,92,64,364,185,597,253,253,116,537,175,278,106,54,43,491,158,178,88,13,22,5.1,3.95607441866754,3.2,2.85788983090412,3,2.01756686823711,11.7,5.73868173748712,19.2,7.72610060972849,8.1,3.56923888399399,17.2,5.14774941624829,8.9,3.19701794762727,1.7,1.36137550870072,15.8,4.63635089138604,5.7,2.72428699007157,0.4,0.703937629409662,21.88703465982028,,
53033001900,1667272,0,Census Tract 19,Washington,King County,2279,268,41,42,125,57,94,55,398,102,318,84,216,105,494,111,174,81,132,55,234,83,34,27,19,22,1.8,1.83073031442099,5.5,2.41649909614027,4.1,2.36409519044512,17.5,3.97666764312531,14,3.30043610440021,9.5,4.47044083540531,21.7,4.15028066314018,7.6,3.43891933410881,5.8,2.31522982946868,10.3,3.43597138992921,1.5,1.17166839451777,0.8,0.960344354124974,12.593242650285214,,
53033002000,1103313,28680,Census Tract 20,Washington,King County,1800,285,18,31,41,29,192,98,335,153,338,105,186,73,371,119,18,20,31,31,140,67,75,50,55,48,1,1.71492855194367,2.3,1.57022671152385,10.7,5.17586993940435,18.6,7.97286710462239,18.8,5.01878151217415,10.3,3.71088551376842,20.6,5.74950792237486,1,1.09977200218505,1.7,1.70049762496058,7.8,3.51260467920504,4.2,2.69829871812263,3.1,2.6224134408596,15,,
53033002100,1365468,0,Census Tract 21,Washington,King County,2269,255,83,71,38,28,219,97,354,164,313,104,221,108,402,118,76,42,134,81,330,110,90,62,9,14,3.7,3.10200919696226,1.7,1.21958589697262,9.7,4.135107547376,15.6,7.01195764507847,13.8,4.313374566215,9.7,4.6322306217874,17.7,4.80426322846829,3.3,1.81235571877447,5.9,3.50761392433153,14.5,4.56410261096456,4,2.69587469594844,0.4,0.615399503604092,18.90700749228735,,
53033002200,2804076,1154953,Census Tract 22,Washington,King County,2377,439,7,12,61,49,171,77,259,103,442,196,151,91,549,237,94,59,147,77,283,133,137,95,76,116,0.3,0.501899758956271,2.6,2.00619747606515,7.2,2.9543734656144,10.9,3.8375728154909,18.6,7.49649811412071,6.4,3.64415069065942,23.1,9.0120298746683,4,2.37223583286999,6.2,3.03134574280312,11.9,5.14513124529314,5.8,3.85227533074256,3.2,4.84424353738819,20.86663862010938,,
53033002400,962528,0,Census Tract 24,Washington,King County,1394,268,8,12,84,69,138,69,82,45,254,104,129,110,303,119,60,46,72,36,82,44,182,112,0,13,0.6,0.85373236185003,6,4.81230647669001,9.9,4.56925969132302,5.9,3.02354655466462,18.2,6.58699976464357,9.3,7.687788582274,21.7,7.443849610924,4.3,3.19442021703431,5.2,2.38396157808158,5.9,2.94683471588086,13.1,7.63228783843717,0,0.932568149210904,18.938307030129124,,
53033002500,984334,0,Census Tract 25,Washington,King County,1710,252,17,19,117,80,88,59,189,91,239,72,166,116,331,89,76,48,161,72,129,66,197,78,0,13,1,1.10140987479072,6.8,4.56841184729648,5.1,3.36591243056141,11.1,5.06624186030215,14,3.67234581293585,9.7,6.63106166330778,19.4,4.35333448405,4.4,2.72953490447997,9.4,3.97534463029042,7.5,3.69607293336403,11.5,4.23367880160343,0,0.760233918128655,19.06432748538012,,
53033002600,1216627,28175,Census Tract 26,Washington,King County,2721,573,87,139,45,43,352,205,404,126,558,225,298,166,344,145,214,128,184,105,193,123,28,28,14,17,3.2,5.0638487644325,1.7,1.54144858944847,12.9,7.02422745694513,14.8,3.415699084097,20.5,7.05176081786605,11,5.64796854000208,12.6,4.61623375497799,7.9,4.40296201162038,6.8,3.58651548020203,7.1,4.26648992018785,1,1.00595808095643,0.5,0.615303496015354,8.636530687247337,,
53033002700,1584847,0,Census Tract 27,Washington,King County,2469,459,0,18,117,87,439,272,286,139,289,130,109,54,627,141,102,75,164,80,270,129,66,63,0,18,0,0.729040097205346,4.7,3.4117923239398,17.8,10.5090143713071,11.6,5.20167015309416,11.7,4.7945898937914,4.4,2.02729072621174,25.4,3.21327579506097,4.1,2.93897457445387,6.6,2.99564672015341,10.9,4.8130419864181,2.7,2.50277988191133,0,0.729040097205346,13.608748481166463,,
53033002800,988287,0,Census Tract 28,Washington,King County,2602,355,89,84,92,58,218,141,255,153,294,117,344,194,384,159,158,93,240,118,345,152,90,64,93,79,3.4,3.19437870448012,3.5,2.17623083404688,8.4,5.29697801426437,9.8,5.72605711966878,11.3,4.22403450975449,13.2,7.23433131943809,14.8,5.76943686800657,6.1,3.47683389498225,9.2,4.35687554181696,13.3,5.5545116397947,3.5,2.41395204353146,3.6,2.99671011557636,20.292083013066872,,
53033002900,986209,0,Census Tract 29,Washington,King County,2069,304,43,38,50,41,361,221,196,90,272,125,215,93,420,141,128,74,108,63,196,89,53,41,27,25,2.1,1.81107245750825,2.4,1.94956204504233,17.4,10.3692750889111,9.5,4.12122287148205,13.1,5.72445340691264,10.4,4.22766337515312,20.3,6.12751926265088,6.2,3.45916782285013,5.2,2.946774241264,9.5,4.07017542693011,2.6,1.94556128530625,1.3,1.19300290537222,13.339777670372161,,
53033003000,1493249,0,Census Tract 30,Washington,King County,2760,399,39,37,93,71,451,236,206,98,334,128,292,122,505,179,86,58,325,162,277,105,124,92,28,31,1.4,1.32492448539893,3.4,2.52592202282033,16.3,8.21793937622445,7.5,3.3828097394086,12.1,4.29505715609243,10.6,4.14725455358845,18.3,5.92158094548959,3.1,2.05260266371791,11.8,5.61728973343544,10,3.51681396462192,4.5,3.26944432304791,1,1.11357214948893,15.543478260869565,,
53033003100,2236733,472744,Census Tract 31,Washington,King County,2851,420,16,26,99,75,313,124,303,112,395,224,110,70,451,147,144,78,352,173,380,138,212,127,76,87,0.6,0.908205467434057,3.5,2.58043886805136,11,4.03746109182609,10.6,3.60297067343972,13.9,7.58715389789826,3.9,2.3885822953847,15.8,4.59939465905288,5.1,2.6327555708616,12.3,5.7890379942643,13.3,4.42425953939395,7.4,4.3177840117081,2.7,3.02618654534631,23.430375306909855,,
53033003400,787161,0,Census Tract 34,Washington,King County,1401,175,0,13,68,44,110,76,216,92,169,72,115,57,358,122,31,24,113,49,141,60,56,35,24,38,0,0.92790863668808,4.9,3.08153926107147,7.9,5.33530507092857,15.4,6.27799877823474,12.1,4.91333533111055,8.2,3.93720626611343,25.6,8.10199925168931,2.2,1.6906182058758,8.1,3.34925142006442,10.1,4.09399011046651,4,2.44781412648495,1.7,2.70389460173674,15.774446823697359,,
53033003500,1284745,0,Census Tract 35,Washington,King County,1987,236,153,85,114,52,127,58,189,62,407,101,206,87,380,111,133,61,98,47,154,76,26,23,0,13,7.7,4.1789016832103,5.7,2.52673658074918,6.4,2.81853095543614,9.5,2.90858192034296,20.5,4.4630327065348,10.4,4.20174669330886,19.1,5.10367167022599,6.7,2.96523095576121,4.9,2.29169108984106,7.8,3.7124378131157,1.3,1.14704321547225,0,0.654252642174132,9.058882737795672,,
53033003800,624606,0,Census Tract 38,Washington,King County,1038,193,23,23,68,37,125,54,82,43,159,94,160,96,190,58,49,34,101,54,51,22,20,19,10,18,2.2,2.1771608187178,6.6,3.34997123329943,12,4.69579630947811,7.9,3.87343184356924,15.3,8.59633998390192,15.4,8.79326844488522,18.3,4.43156153119715,4.7,3.15573984414551,9.7,4.87759020315577,4.9,1.91246894342192,1.9,1.79504187063343,1,1.72482756590338,7.803468208092486,,
53033003900,973808,0,Census Tract 39,Washington,King County,1217,266,13,17,37,37,203,121,103,59,118,56,90,36,193,75,90,44,159,117,161,65,50,33,0,13,1.1,1.37722746781628,3,2.96675307781429,16.7,9.24991112764891,8.5,4.48118430054915,9.7,4.08440726925439,7.4,2.47742600922546,15.9,5.09549195888714,7.4,3.23400439246261,13.1,9.17991153079522,13.2,4.49059165691137,4.1,2.55857687903772,0,1.06820049301561,17.33771569433032,,
53033004000,2574586,3232248,Census Tract 40,Washington,King County,1223,235,0,13,166,127,127,69,54,36,196,89,75,53,135,55,21,25,184,71,77,67,177,122,11,17,0,1.06295993458708,13.6,10.0514455299112,10.4,5.27723587015692,4.4,2.81866315284237,16,6.59352221744129,6.1,4.17032601587624,11,3.96553200918423,1.7,2.01735083547374,15,5.03441535255373,6.3,5.34308510433384,14.5,9.58000515549086,0.9,1.3792387632563,21.668029435813573,,
53033004301,979236,0,Census Tract 43.01,Washington,King County,1355,221,13,19,71,47,161,70,177,81,296,119,191,98,132,65,19,22,86,57,146,77,54,34,9,13,1,1.39345555245542,5.2,3.36170413241942,11.9,4.78878811294101,13.1,5.58530788525802,21.8,8.02709287586343,14.1,6.85733609166704,9.7,4.52627551970644,1.4,1.60742829471542,6.3,4.07728565224358,10.8,5.40409029533822,4,2.42357629740389,0.7,0.953273820964663,15.424354243542435,,
53033004302,331137,0,Census Tract 43.02,Washington,King County,1588,296,38,43,124,59,306,181,317,137,184,122,66,47,260,97,23,29,69,56,170,82,26,23,5,8,2.4,2.67081917711351,7.8,3.41839973600929,19.3,10.8172562380156,20,7.78353559831132,11.6,7.37278888831553,4.2,2.85650968067911,16.4,5.29128089946727,1.4,1.80613087490626,4.3,3.43218219948013,10.7,4.76259257108124,1.6,1.41584473325294,0.3,0.50034802991967,12.65743073047859,,
53033004500,670997,0,Census Tract 45,Washington,King County,1617,316,9,14,60,50,166,79,333,91,193,63,54,40,461,221,109,61,28,24,101,61,64,53,39,38,0.6,0.858941327004493,3.7,3.0059186939402,10.3,4.45467622836855,20.6,3.93376654979015,11.9,3.12073736259905,3.3,2.38607646784834,28.5,12.4801308193303,6.7,3.53493818897527,1.7,1.44513912225012,6.2,3.56947760545811,4,3.18510374674814,2.4,2.3022785767541,12.615955473098332,,
53033004600,1552358,1033232,Census Tract 46,Washington,King County,1523,218,7,11,81,44,81,31,284,92,216,80,106,63,222,79,76,40,156,131,221,83,45,33,28,30,0.5,0.719256149345446,5.3,2.78693058409016,5.3,1.88773475439036,18.6,5.41901632201648,14.2,4.84465016506745,7,4.01481566971219,14.6,4.74900170983798,5,2.52740024629923,10.2,8.47556626118096,14.5,5.03843413225275,3,2.12509959726503,1.8,1.95213896315829,19.304005252790546,,
53033004800,1278329,26886,Census Tract 48,Washington,King County,2320,366,29,36,182,104,287,167,187,96,474,146,165,101,306,110,149,87,148,79,314,197,66,46,13,21,1.3,1.53914282645726,7.8,4.30853778839559,12.4,6.92867227010587,8.1,3.93770681496094,20.4,5.40502677460637,7.1,4.20638204441654,13.2,4.26040195693728,6.4,3.6105323306667,6.4,3.25305639642252,13.5,8.21854751599742,2.8,1.93129848288567,0.6,0.900845533561823,16.939655172413794,,
53033005000,757380,0,Census Tract 50,Washington,King County,2583,494,0,13,211,173,67,50,392,172,265,98,402,153,659,251,121,92,162,94,161,167,134,105,9,22,0,0.503290747193186,8.2,6.51288124301156,2.6,1.87108738083792,15.2,5.99308521106083,10.3,3.24728140934391,15.6,5.12118466431262,25.5,8.40352905516921,4.7,3.4472323518381,6.3,3.43582194052469,6.2,6.35450310743324,5.2,3.9421020393982,0.3,0.849111969506402,11.769260549748354,,
